name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,42000,49213,Diesel,Dealer,Manual,First Owner
Hyundai i10 Sportz 1.1L,2015,11499.95,40000,Petrol,Individual,Manual,First Owner
Maruti 800 Std,1998,2000,40000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet Spark 1.0 LS,2012,6500,80000,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus,2015,10000,70000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aqua TDI BSIII,2011,6000,70000,Diesel,Individual,Manual,First Owner
Hyundai Santro LP zipPlus,2003,3750,57000,Petrol,Individual,Manual,First Owner
Tata Bolt Quadrajet XE,2016,12500,120000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSIII,2005,5000,30000,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus,2013,14000,3240,Petrol,Individual,Manual,Second Owner
Hyundai i20 Magna 1.2,2015,27000,5000,Petrol,Individual,Manual,First Owner
Hyundai i20 1.2 Asta,2018,35000,10000,Petrol,Individual,Manual,First Owner
Ford Figo Petrol EXI,2014,17500,90000,Petrol,Individual,Manual,Second Owner
Maruti SX4 VDI,2011,16000,100000,Diesel,Individual,Manual,First Owner
Honda Amaze S i-DTEC,2016,23750,90000,Diesel,Individual,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2011,11000,140000,Diesel,Individual,Manual,Second Owner
Nissan Micra Diesel XV Premium,2013,10500,13770,Diesel,Individual,Manual,First Owner
Ford Ikon 1.3 Flair,2005,3050,4637,Petrol,Individual,Manual,Second Owner
Skoda Superb Elegance 2.0 TDI CR AT,2009,17750,100000,Diesel,Individual,Automatic,Second Owner
Chevrolet Beat Diesel LT,2012,7500,60000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,2011,6650,80000,Diesel,Individual,Manual,First Owner
Chevrolet Cruze LTZ AT,2015,32500,50000,Diesel,Individual,Automatic,First Owner
Nissan Micra XL,2014,10500,40000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2013,6500,93900,Diesel,Individual,Manual,Second Owner
Maruti 800 AC,2007,3000,70000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005,6000,120000,Diesel,Individual,Manual,Third Owner
BMW 5 Series 520d Luxury Line,2017,145000,40000,Diesel,Individual,Automatic,First Owner
Hyundai Accent CRDi,2005,5000,120000,Diesel,Individual,Manual,Second Owner
Maruti Zen VXi - BS III,2004,3950,80000,Petrol,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,2012,6000,110000,Diesel,Individual,Manual,First Owner
Maruti Zen LXi - BS III,2005,6250,34000,Petrol,Dealer,Manual,First Owner
Chevrolet Enjoy 1.3 TCDi LS 8,2013,21250,20000,Diesel,Dealer,Manual,First Owner
Maruti Wagon R LXI,2001,3500,117000,Petrol,Individual,Manual,Second Owner
Maruti Swift VXI,2020,30950,1500,Petrol,Individual,Manual,First Owner
Nissan Micra XL,2017,20750,48965,Petrol,Dealer,Manual,First Owner
Hyundai EON Era Plus Option,2014,13250,55000,Petrol,Dealer,Manual,First Owner
Tata Indica GLS BS IV,2008,3500,60000,Petrol,Individual,Manual,First Owner
Chevrolet Sail Hatchback 1.3 TCDi,2015,14050,40000,Diesel,Individual,Manual,First Owner
Tata Indigo Grand Dicor,2013,10550,80000,Diesel,Individual,Manual,First Owner
Hyundai Elite i20 Petrol Magna Exective,2018,27500,11000,Petrol,Individual,Manual,First Owner
Chevrolet Enjoy TCDi LT 8 Seater,2014,17500,110000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI AMT,2017,21000,19890,Petrol,Dealer,Automatic,First Owner
Renault KWID RXT,2015,13500,20969,Petrol,Dealer,Manual,First Owner
Maruti Celerio VXI,2016,19950,20194,Petrol,Dealer,Manual,First Owner
Ford Figo Trend,2016,22000,34982,Petrol,Dealer,Manual,First Owner
Hyundai EON Magna,2012,12500,44588,Petrol,Dealer,Manual,First Owner
Ford Ecosport 1.5 Diesel Titanium,2016,32500,57904,Diesel,Dealer,Manual,First Owner
Maruti Alto K10 VXI,2015,13500,59258,Petrol,Dealer,Manual,First Owner
Ford Figo Trend,2016,19500,60826,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 W10 2WD,2018,75000,50000,Diesel,Individual,Manual,First Owner
Maruti 800 AC,2014,11250,35000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,2015,45000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018,80000,40000,Diesel,Individual,Automatic,First Owner
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019,40000,10000,Petrol,Individual,Manual,First Owner
Honda Amaze E i-Dtech,2013,16000,50000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2016,15000,25000,Petrol,Individual,Manual,First Owner
Hyundai i20 1.2 Asta Dual Tone,2018,37000,25000,Petrol,Individual,Manual,First Owner
Datsun RediGO SV 1.0,2019,17500,1300,Petrol,Individual,Manual,First Owner
Datsun GO T BSIV,2014,14000,40000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire AMT VDI,2018,33750,50000,Diesel,Individual,Automatic,First Owner
Hyundai i10 Era 1.1 iTech SE,2011,15000,20000,Petrol,Individual,Manual,First Owner
Chevrolet Captiva 2.0L VCDi,2011,20000,76000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio VLX 2WD BSIV,2010,21000,100000,Diesel,Individual,Manual,Third Owner
Tata New Safari 3L Dicor LX 4x2,2008,15000,120000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI Minor,2010,8500,70000,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus,2014,10500,70000,Petrol,Individual,Manual,Third Owner
Maruti Ertiga VDI,2015,30000,60000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2014,13000,38000,Petrol,Individual,Manual,Second Owner
Tata Nano Twist XT,2015,4100,19000,Petrol,Individual,Manual,First Owner
Mahindra TUV 300 T8,2016,34500,75000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Asta,2015,15000,70000,Diesel,Individual,Manual,First Owner
Honda BRV i-DTEC V MT,2017,62500,30000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 EX,2017,39950,31707,Diesel,Individual,Manual,First Owner
Toyota Fortuner 3.0 Diesel,2010,50000,180000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2014,9500,90000,Petrol,Individual,Manual,Second Owner
Mahindra Verito 1.5 D2 BSIII,2014,12500,30000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 i ABS,2009,10000,60000,Petrol,Individual,Manual,First Owner
Mahindra Bolero DI,2005,15000,90000,Diesel,Individual,Manual,Second Owner
Tata Zest Revotron 1.2T XMS,2015,12500,120000,Petrol,Individual,Manual,Second Owner
Maruti 800 AC,2008,4500,70000,Petrol,Individual,Manual,Third Owner
Hyundai Santro LE zipPlus,2001,3400,70000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017,25000,26500,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 SX,2017,45000,50000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2007,5000,52000,Petrol,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL,2016,35000,160000,Diesel,Individual,Manual,First Owner
Volvo XC60 D3 Kinetic,2012,87500,115992,Diesel,Dealer,Automatic,Third Owner
Maruti Wagon R VXI Optional,2017,14500,110000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,52500,97000,Diesel,Individual,Manual,Second Owner
Tata Indigo LX Dicor,2008,3500,100000,Diesel,Individual,Manual,Third Owner
Maruti Swift ZDi BSIV,2016,26000,41000,Diesel,Individual,Manual,First Owner
Tata Indigo LS,2012,7500,90000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.1,2008,6000,90000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.2,2016,30000,25000,Petrol,Individual,Manual,First Owner
Tata Xenon XT EX 4X4,2010,7500,70000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento Petrol Highline,2011,20000,60000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2015,15500,30000,Petrol,Individual,Manual,Second Owner
Maruti Baleno Alpha 1.2,2015,27500,30000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.4 CRDi,2016,27500,60000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Magna,2013,16000,73000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSII,1992,2500,100000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Grand i10 1.2 Kappa Asta,2018,25000,32000,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2018,18000,26500,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza VDi Option,2017,35000,50000,Diesel,Individual,Manual,Second Owner
Maruti Ertiga VDI,2012,35000,110000,Diesel,Individual,Manual,Second Owner
Hyundai i20 1.4 Sportz,2017,32750,84000,Diesel,Dealer,Manual,First Owner
Maruti Vitara Brezza VDi Option,2017,35000,50000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat LT LPG,2011,10000,110000,LPG,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2012,18750,150000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,2012,23500,109052,Diesel,Dealer,Manual,First Owner
Maruti Ciaz VDi,2015,27500,90658,Diesel,Dealer,Manual,First Owner
Honda Amaze VX i-DTEC,2014,25000,110000,Diesel,Individual,Manual,Second Owner
Datsun GO T Option BSIV,2015,10500,25000,Petrol,Individual,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,2018,13500,20000,Petrol,Individual,Manual,First Owner
Skoda Superb 1.8 TFSI MT,2010,15000,80000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI Minor,2007,4000,60000,Petrol,Individual,Manual,Third Owner
Mercedes-Benz E-Class E250 Edition E,2013,72550,81000,Diesel,Dealer,Automatic,First Owner
Tata Safari Storme VX Varicor 400,2018,54250,15000,Diesel,Individual,Manual,First Owner
Hyundai Verna SX AT Diesel,2009,12250,75000,Diesel,Dealer,Automatic,First Owner
Honda WR-V i-VTEC VX,2017,35000,25552,Petrol,Dealer,Manual,Second Owner
Hyundai EON Magna Plus,2018,15000,20000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 CRDi E,2017,17500,80000,Diesel,Individual,Manual,First Owner
Hyundai Elite i20 Asta Option CVT BSIV,2017,31750,25000,Petrol,Dealer,Automatic,First Owner
Honda City S,2012,16250,40700,Petrol,Individual,Manual,First Owner
Mahindra XUV500 AT W10 1.99 mHawk,2017,57500,65500,Diesel,Dealer,Automatic,First Owner
Tata Indigo GLE BSIII,2008,5500,42000,Petrol,Dealer,Manual,First Owner
Honda City 1.5 V MT,2018,44500,8000,Petrol,Dealer,Manual,First Owner
Maruti Swift 1.3 LXI,2007,3650,80000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat PS,2014,8500,77000,Petrol,Individual,Manual,First Owner
Maruti Ciaz ZXi Plus,2016,37500,6000,Petrol,Dealer,Manual,First Owner
Hyundai EON 1.0 Era Plus,2017,14000,28838,Petrol,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,2018,34500,11174,Petrol,Dealer,Manual,First Owner
Tata Indigo GLS,2008,6500,120000,Petrol,Individual,Manual,First Owner
Maruti Swift 1.3 LXI,2007,3650,80000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,2007,4250,85000,Petrol,Individual,Manual,Second Owner
Hyundai Elantra 2.0 SX AT,2018,78750,10000,Petrol,Individual,Automatic,First Owner
Nissan Sunny Diesel XV,2013,16250,105000,Diesel,Individual,Manual,First Owner
Honda City 1.3 EXI,1998,4250,120000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 CRDI SX Option,2018,43000,30000,Diesel,Dealer,Manual,Second Owner
Maruti S-Cross Sigma DDiS 200 SH,2017,34500,41000,Diesel,Individual,Manual,First Owner
Hyundai Elantra CRDi S,2013,32500,54000,Diesel,Dealer,Manual,First Owner
Chevrolet Sail LS ABS,2014,18750,40000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),2013,26250,71000,Diesel,Dealer,Manual,First Owner
Maruti Eeco Smiles 5 Seater AC,2016,16500,72500,Petrol,Dealer,Manual,First Owner
Maruti Eeco Smiles 5 Seater AC,2013,14000,76600,Petrol,Dealer,Manual,First Owner
Maruti Swift ZXI,2014,23500,40000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2011,17500,110000,Diesel,Individual,Manual,First Owner
Honda City 1.5 V Elegance,2012,24000,63000,Petrol,Dealer,Manual,First Owner
Hyundai Verna 1.6 CRDi SX,2016,31000,60000,Diesel,Individual,Manual,First Owner
Datsun GO T BSIV,2014,12500,58000,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0,2010,3934.6,80000,Petrol,Individual,Manual,Second Owner
Hyundai i20 Magna Optional 1.4 CRDi,2012,17500,80000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX Minor,2013,12500,70000,Petrol,Individual,Manual,Second Owner
Hyundai i20 1.2 Sportz,2011,13000,97700,Petrol,Individual,Manual,Fourth & Above Owner
Honda Mobilio S i DTEC,2016,32000,36000,Diesel,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 EX 4x2,2008,11000,90000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento 1.5 TDI Highline,2015,23250,130000,Diesel,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,2010,11499.95,120000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2018,21250,15000,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,2008,4750,120000,Petrol,Individual,Manual,Third Owner
Hyundai EON LPG Magna Plus,2012,8500,170000,LPG,Individual,Manual,Third Owner
Datsun RediGO T Option,2016,11499.95,37500,Petrol,Individual,Manual,Second Owner
Maruti 800 Std,1999,2250,50000,Petrol,Individual,Manual,Third Owner
Maruti Grand Vitara MT,2007,23950,145000,Petrol,Individual,Manual,Third Owner
Mahindra KUV 100 mFALCON G80 K8 5str,2016,18500,60000,Petrol,Individual,Manual,First Owner
Hyundai EON Sportz,2016,17000,30000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire ZXI,2016,31000,35000,Petrol,Individual,Manual,First Owner
Tata Manza Club Class Quadrajet90 EX,2012,13500,60000,Diesel,Individual,Manual,First Owner
Tata Tiago 1.05 Revotorq XZ Plus,2018,20000,35000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI Optional,2015,13000,40000,Petrol,Individual,Manual,First Owner
Hyundai Santro LE zipPlus,2003,2400,50000,Petrol,Individual,Manual,Fourth & Above Owner
Tata Nano Twist XE,2015,5000,23800,Petrol,Individual,Manual,Second Owner
Nissan Terrano XL Plus 85 PS,2015,24500,70000,Diesel,Individual,Manual,First Owner
Maruti Wagon R Duo Lxi,2010,6000,90000,LPG,Individual,Manual,Second Owner
Hyundai i10 Era,2008,6250,102000,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,2013,8000,80000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2019,9500,5000,Petrol,Individual,Manual,First Owner
Tata Harrier XZ BSIV,2019,85000,10000,Diesel,Individual,Manual,First Owner
Hyundai i10 Sportz,2011,12500,50000,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 Delta BSIV,2019,25000,15000,Petrol,Individual,Manual,First Owner
Toyota Corolla Altis 1.8 J,2008,20000,35000,Petrol,Individual,Manual,Second Owner
Fiat Linea T Jet Plus,2011,25000,20000,Petrol,Individual,Manual,First Owner
Toyota Fortuner 4x2 AT,2014,90000,99000,Diesel,Individual,Automatic,First Owner
Honda Civic 1.8 V MT,2008,16000,90000,Petrol,Individual,Manual,First Owner
Honda Civic 1.8 S AT,2007,12500,47000,Petrol,Dealer,Automatic,First Owner
Ford Figo Diesel Titanium,2010,5250,90000,Diesel,Individual,Manual,Third Owner
Hyundai i20 Active 1.2 SX,2018,27500,20000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz AT,2019,30000,1100,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 VXI,2020,10500,40000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI Airbag,2012,10500,15000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2009,7500,40000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era 1.1,2008,6250,60000,Petrol,Individual,Manual,First Owner
Maruti Celerio VXI,2016,19000,20000,Petrol,Individual,Manual,First Owner
Maruti Baleno Delta 1.2,2019,30000,5000,Petrol,Individual,Manual,First Owner
Maruti Swift VXI Deca,2016,24500,27000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire LDI,2018,27250,38000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2015,12500,25000,Petrol,Individual,Manual,First Owner
Hyundai Venue SX Opt Turbo BSIV,2020,52500,1100,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX Minor,2007,5000,100000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel ZXI,2014,12500,100000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LX BSIII,2007,5000,110000,Petrol,Individual,Manual,First Owner
Ford Figo 1.5D Ambiente ABS MT,2016,17500,60000,Diesel,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxZ Plus,2012,18500,70000,Diesel,Individual,Manual,Second Owner
Maruti Zen VXi - BS III,2004,6050,110000,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,28500,44077,Petrol,Dealer,Automatic,First Owner
Maruti Ertiga SHVS VDI,2017,39250,24000,Diesel,Individual,Manual,First Owner
Maruti Ciaz S 1.3,2018,42500,30000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2016,18750,30000,Petrol,Individual,Manual,Second Owner
Maruti Baleno Alpha 1.2,2017,30950,40000,Petrol,Individual,Manual,First Owner
Chevrolet Cruze LTZ,2011,16750,90000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,25000,50000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX,2003,3000,100000,Petrol,Individual,Manual,Second Owner
Maruti Zen Estilo VXI BSIV,2010,6500,50000,Petrol,Individual,Manual,Second Owner
Mahindra Ingenio CRDe,2015,10500,210000,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,95000,20000,Diesel,Individual,Manual,First Owner
Tata Indigo TDI,2013,13500,70000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2010,11250,100000,Petrol,Individual,Manual,Second Owner
Maruti SX4 ZXI MT BSIV,2011,7500,160000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,2013,8650,70000,Diesel,Individual,Manual,First Owner
BMW 5 Series 520d Luxury Line,2018,240000,9422,Diesel,Individual,Automatic,First Owner
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,35500,110000,Diesel,Individual,Automatic,First Owner
Toyota Corolla Altis 1.8 GL,2019,75000,20000,Petrol,Individual,Manual,First Owner
Maruti Baleno Zeta 1.2,2017,27500,20000,Petrol,Individual,Manual,First Owner
Maruti 800 AC BSIII,2008,2900,70000,Petrol,Individual,Manual,Second Owner
Audi A4 1.8 TFSI,2012,60000,60000,Petrol,Individual,Automatic,Third Owner
Mahindra Scorpio M2DI,2013,25000,150000,Diesel,Individual,Manual,First Owner
Maruti Swift LXi BSIV,2009,6000,83000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012,15000,250000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2018,15000,30000,Petrol,Individual,Manual,First Owner
Datsun GO Plus T Option BSIV,2015,14750,21000,Petrol,Individual,Manual,First Owner
Maruti Ertiga VXI CNG,2018,29350,80000,CNG,Individual,Manual,First Owner
Ambassador Grand 1800 ISZ MPFI PW CL,2012,21500,50000,Petrol,Individual,Manual,Second Owner
Hyundai Verna i (Petrol),2007,6150,50000,Petrol,Individual,Manual,Second Owner
Skoda Laura Ambiente 2.0 TDI CR AT,2012,22500,48500,Diesel,Individual,Automatic,Second Owner
Maruti Wagon R LXI Minor,2007,6500,60000,Petrol,Individual,Manual,Third Owner
Tata Indica Vista Aqua 1.4 TDI,2010,5500,90000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo Celebration Edition BSIV,2010,10000,240000,Diesel,Individual,Manual,Third Owner
Hyundai Grand i10 Magna,2015,16000,70000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI BS IV,2014,15000,50000,Petrol,Individual,Manual,First Owner
Volkswagen CrossPolo 1.2 MPI,2016,17500,110000,Petrol,Individual,Manual,First Owner
Maruti Ertiga VXI Petrol,2018,40000,50000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi S,2016,13500,175000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Magna Executive,2017,27000,60000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2011,8000,60000,CNG,Individual,Manual,Second Owner
Maruti SX4 VDI,2013,17000,100000,Diesel,Individual,Manual,Second Owner
Maruti Eeco 5 Seater AC BSIV,2017,17500,40000,Petrol,Individual,Manual,Second Owner
Volkswagen Vento Diesel Style Limited Edition,2011,15000,100000,Diesel,Individual,Manual,First Owner
Maruti Ritz VDi,2013,16500,63000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2016,16250,80000,CNG,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2013,12500,55000,Diesel,Individual,Manual,First Owner
Maruti Swift Star VDI,2013,12500,55000,Diesel,Individual,Manual,First Owner
Chevrolet Beat LT Option,2015,12000,60000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,27250,5000,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna 1.1 iTech SE,2015,15000,48000,Petrol,Dealer,Manual,First Owner
Chevrolet Beat LT,2010,6500,80000,Petrol,Individual,Manual,Second Owner
Renault KWID RXT,2017,12000,50000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,18000,15000,Petrol,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Magna,2012,12500,70000,Diesel,Individual,Manual,First Owner
Skoda Laura Elegance 2.0 TDI CR AT,2019,23750,105000,Diesel,Dealer,Automatic,First Owner
Hyundai i20 Asta Option 1.4 CRDi,2016,30000,50000,Diesel,Individual,Manual,Second Owner
Tata Indigo CR4,2010,7500,80000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Diesel Trend BSIV,2017,35000,50000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2016,64500,5000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG,2004,4000,58000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Sportz,2015,21250,12000,Petrol,Individual,Manual,First Owner
Maruti Celerio ZXI AMT BSIV,2018,25000,10000,Petrol,Individual,Automatic,First Owner
Hyundai Santro Xing GLS,2012,9650,45000,Petrol,Individual,Manual,Second Owner
Honda City i VTEC V,2015,40000,10000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2008,7500,50000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2002,4000,40000,Petrol,Individual,Manual,Fourth & Above Owner
Ford Figo Diesel EXI,2010,6500,100000,Diesel,Individual,Manual,Third Owner
Ford Figo Diesel EXI,2012,14000,80000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo D2 BS IV,2011,11499.95,110000,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo VXI BSIII,2008,4000,120000,Petrol,Individual,Manual,First Owner
Tata Nano Cx BSIII,2010,3500,10000,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2013,12000,60000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo E8,2010,19000,72000,Diesel,Individual,Manual,Second Owner
Maruti Ritz VDi,2013,12000,60000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing XO,2006,4000,110000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era,2013,13250,50000,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus Option,2018,16000,25000,Petrol,Individual,Manual,First Owner
Nissan Terrano XL 110 PS,2014,25000,120000,Diesel,Individual,Manual,Third Owner
Hyundai Creta 1.6 CRDi SX Option,2016,65000,55000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S11 BSIV,2018,75000,35000,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,90000,110000,Diesel,Individual,Automatic,First Owner
Mahindra XUV500 W6 2WD,2014,30000,80000,Diesel,Individual,Manual,Second Owner
Tata Tiago 1.2 Revotron XT,2018,21000,80000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo LXI BS IV,2009,7000,120000,Petrol,Individual,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2010,15000,100000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing XL eRLX Euro III,2006,5000,60000,Petrol,Dealer,Manual,Second Owner
Maruti Alto K10 VXI,2017,17500,25000,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,42500,19000,Petrol,Dealer,Manual,First Owner
Maruti Alto LX,2008,7000,54000,Petrol,Dealer,Manual,First Owner
Ford Aspire Titanium Plus BSIV,2015,27500,17100,Petrol,Dealer,Manual,Second Owner
Hyundai Grand i10 Asta Option AT,2017,26250,19000,Petrol,Dealer,Automatic,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2015,23500,146000,Diesel,Dealer,Manual,First Owner
Ford Endeavour 3.0L 4X4 AT,2013,45000,98000,Diesel,Dealer,Automatic,First Owner
Ford Endeavour 2.5L 4X2,2011,25000,224642,Diesel,Dealer,Manual,Second Owner
Maruti Zen LXI,1998,4000,120000,Petrol,Individual,Manual,Second Owner
Mahindra Verito 1.5 D2 BSIII,2011,8750,175000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 AT W10 AWD,2017,67500,15000,Diesel,Individual,Automatic,Second Owner
Renault Duster 110PS Diesel RxZ,2017,40000,50000,Diesel,Individual,Manual,First Owner
Datsun RediGO 1.0 S,2017,12500,15000,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 AMT Alpha BSIV,2018,35000,25000,Petrol,Individual,Automatic,First Owner
Tata Nexon 1.5 Revotorq XM,2019,40000,25000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2013,33000,69000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015,23250,60000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio 2.6 CRDe,2006,9000,222435,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2017,30000,66000,Diesel,Individual,Manual,Third Owner
Ford Fiesta 1.4 ZXi Duratec,2010,7500,110000,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,2014,22500,78000,Diesel,Individual,Manual,Second Owner
Hyundai Elite i20 Sportz Plus BSIV,2019,36050,10000,Petrol,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,2018,15000,35000,Petrol,Individual,Manual,First Owner
